Branch Name,Street Address,County,State,Zipcode
bristol branch,308 Division Street,Elkhart,IN,46507.0
greenleaf branch,1825 East Bristol Street,Elkhart,IN,46514.0
simonton lake branch,3530 Cassopolis Street,Elkhart,IN,46514.0
elkhart main branch,121 West Franklin Street,Elkhart,IN,46516.0
indiana and sr 19 branch,1500 South Nappanee Street,Elkhart,IN,46516.0
concord mall branch,211 Concord Mall Drive,Elkhart,IN,46517.0
goshen main branch,401 South Main Street,Elkhart,IN,46526.0
bashor road branch,1716 Elkhart Road,Elkhart,IN,46526.0
main and douglas banking ctr. branch,5315 North Main Street,St. Joseph,IN,46545.0
nappanee branch,351 West Market Street,Elkhart,IN,46550.0
ironwood and 23 branch,2101 South Bend Avenue,St. Joseph,IN,46637.0
columbia city banking center branch,620 Countryside Drive,Whitley,IN,46725.0
kendallville branch,831 N Lima Rd,Noble,IN,46755.0
new haven branch,321 Lincoln Highway West,Allen,IN,46774.0
summit square branch,101 E Washington Blvd Lobby,Allen,IN,46802.0
times corners branch,5944 West Jefferson Boulevard,Allen,IN,46804.0
village at coventry branch,5745 Falls Drive,Allen,IN,46804.0
east state boulevard branch,3101 East State Boulevard,Allen,IN,46805.0
southgate pettit branch,204 East Pettit Avenue,Allen,IN,46806.0
st. marys avenue branch,2201 St. Mary's Avenue,Allen,IN,46808.0
waynedale branch,2601 Lower Huntington Road,Allen,IN,46809.0
northwood branch,6225 Stellhorn Road,Allen,IN,46815.0
georgetown branch,6704 East State Boulevard,Allen,IN,46815.0
white swan branch,9105 Lima Road,Allen,IN,46818.0
washington square fort wayne branch,6141 North Clinton Street,Allen,IN,46825.0
pine valley branch,10120 Coldwater Road,Allen,IN,46825.0
charlestown branch,890 Main Street,Clark,IN,47111.0
north corydon branch,219 North Capitol Avenue,Harrison,IN,47112.0
north corydon branch,1881 Old Highway 135 NW,Harrison,IN,47112.0
highlander point branch,"800 Highlander Point Road, Ste 106",Floyd,IN,47119.0
greentree branch,821 E Lewis and Clark Parkway,Clark,IN,47129.0
clarksvlle branch,425 Little League Blvd,Clark,IN,47129.0
court wall drive-up branch,601 Wall Street,Clark,IN,47130.0
allison lane branch,2501 Allison Lane,Clark,IN,47130.0
jeffersonville main branch,443 Spring Street,Clark,IN,47130.0
springdale branch,1642 East 10th Street,Clark,IN,47130.0
spring street branch,120 West Spring Street,Floyd,IN,47150.0
grantline road branch,"3317 Grant Line Road, Ste 101",Floyd,IN,47150.0
north harrison branch,1610 Ne Highways 64,Harrison,IN,47161.0
scottsburg branch,913 West Mcclain Avenue,Scott,IN,47170.0
hunter station branch,111 Hunter Station Way,Clark,IN,47172.0
southway plaza branch,3301 South Madison Street,Delaware,IN,47302.0
northwest plaza branch,1635 W Mcgalliard Rd,Delaware,IN,47304.0
tillotson square branch,912 South Tillotson Avenue,Delaware,IN,47304.0
richmond main branch,630 E Main St,Wayne,IN,47374.0
west side branch,2 Northwest 18th Street,Wayne,IN,47374.0
gateway branch,4400 East Main Street,Wayne,IN,47374.0
richmond motor bank branch,33 North 7th Street,Wayne,IN,47374.0
chester boulevard branch,2101 Chester Boulevard,Wayne,IN,47374.0
yorktown branch,9213 West Smith Street,Delaware,IN,47396.0
eastland third street branch,2642 East Third Street,Monroe,IN,47401.0
walnut station branch,2600 South Walnut,Monroe,IN,47401.0
ellettsville branch,4141 West State Road 46,Monroe,IN,47402.0
bloomington in main branch,100 South College Avenue,Monroe,IN,47404.0
whitehall bloomington branch,370 North Jacob Drive,Monroe,IN,47404.0
bedford i street branch,1602 I Street,Lawrence,IN,47421.0
lafayette main branch,201 Main Street,Tippecanoe,IN,47901.0
sagamore branch,3420 State Road 26 East,Tippecanoe,IN,47905.0
jefferson square branch,1400 Teal Road,Tippecanoe,IN,47905.0
tippecanoe mall branch,2207 Sagamore Pkwy S,Tippecanoe,IN,47905.0
chauncey village branch,210 W State St,Tippecanoe,IN,47906.0
wabash village branch,309 Sagamore Parkway West,Tippecanoe,IN,47906.0
crawfordsville main branch,200 South Washington Street,Montgomery,IN,47933.0
so. crawfordsville bkg. ctr. branch,1550 South Washington Street,Montgomery,IN,47933.0
birmingham branch,200 South Old Woodward Avenue,Oakland,MI,48009.0
northwestern - twelve mile branch,28660 Northwestern Highway,Oakland,MI,48034.0
groesbeck-metropolitan branch,20755 Nunneley Road,Macomb,MI,48036.0
harper-metropolitan parkway branch,37408 Harper Avenue,Macomb,MI,48036.0
garfield-19 mile branch,43101 Garfield Road,Macomb,MI,48038.0
gratiot branch,2425 Gratiot Boulevard,St. Clair,MI,48040.0
busha highway branch,1650 Busha Highway,St. Clair,MI,48040.0
romeo plank and 26 mile branch,16224 26 Mile Rd,Macomb,MI,48042.0
card & 21 mile banking center branch,21700 21 Mile Road,Macomb,MI,48044.0
hall rd and heydenreich branch,20851 Hall Rd,Macomb,MI,48044.0
new baltimore kroger branch,35000 23 Mile Road,Macomb,MI,48047.0
gratiot and 23 mile branch,27100 23 Mile Road,Macomb,MI,48051.0
fort gratiot branch,4512 24th Avenue,St. Clair,MI,48059.0
fort street branch,600 Fort Street,St. Clair,MI,48060.0
pine grove garfield branch,2727 Pine Grove Avenue,St. Clair,MI,48060.0
port huron 24th street branch,1226 24th Street,St. Clair,MI,48060.0
pine grove drive-up branch,2727 Pine Grove Avenue,St. Clair,MI,48060.0
groesbeck-13 mile branch,30730 Groesbeck Highway,Macomb,MI,48066.0
woodward-salem branch,26363 Woodward Avenue,Oakland,MI,48070.0
coolidge-vernon brach,25800 Coolidge Highway,Oakland,MI,48070.0
twelve mile campbell farmer jack br,29200 Campbell Rd,Oakland,MI,48071.0
kimball branch,4503 Lapeer Road,St. Clair,MI,48074.0
southfield-eleven mile branch,18100 West Eleven Mile Road,Oakland,MI,48076.0
southfield webster bnkg ctr branch,29955 Southfield Road,Oakland,MI,48076.0
harper 13 mile road banking center branch,31045 Harper Street,Macomb,MI,48082.0
john r-14 mile road branch,260 John R. Street,Oakland,MI,48083.0
big beaver and john r bkg. ctr. branch,1735 East Big Beaver Road,Oakland,MI,48083.0
somerset branch,2155 West Big Beaver Road,Oakland,MI,48084.0
maple coolidge kroger branch,1237 Coolidge Hwy,Oakland,MI,48084.0
long lake - rochester branch,1050 East Long Lake Road,Oakland,MI,48085.0
dequindre 12 miles banking center branch,28824 Dequindre Road,Macomb,MI,48092.0
van dyke-twelve mile branch,29700 Van Dyke Road,Macomb,MI,48093.0
van dyke and 26 mile branch,8555 26 Mile Road,Macomb,MI,48094.0
van dyke road branch,64970 Van Dyke Road,Macomb,MI,48095.0
allen park branch,14601 Southfield,Wayne,MI,48101.0
westgate ann arbor branch,2475 West Stadium Boulevard,Washtenaw,MI,48103.0
zeeb road banking branch,95 South Zeeb Road,Washtenaw,MI,48103.0
main washington branch,125 South Main Street,Washtenaw,MI,48104.0
packard branch,1501 East Stadium Boulevard,Washtenaw,MI,48104.0
plymouth green branch,3500 Plymouth Road,Washtenaw,MI,48105.0
briarwood branch,105 Briarwood Circle,Washtenaw,MI,48108.0
belleville branch,465 Main Street,Wayne,MI,48111.0
lakewood rawsonville branch,2025 Rawsonville Road,Wayne,MI,48111.0
brighton grand river branch,9858 East Grand River,Livingston,MI,48116.0
monroe beech branch,1324 Monroe Street,Wayne,MI,48124.0
van born road branch,23150 Van Born Road,Wayne,MI,48125.0
ford-steadman branch,14901 Ford Road,Wayne,MI,48126.0
warren-wyoming branch,7301 Wyoming,Wayne,MI,48126.0
ford road-outer drive branch,23210 Ford Road,Wayne,MI,48127.0
warren-silvery lane branch,24950 West Warren Avenue,Wayne,MI,48127.0
garden city ford road branch,28925 Ford Road,Wayne,MI,48135.0
inkster branch,27020 Michigan Avenue,Wayne,MI,48141.0
plymouth-deering branch,27901 Plymouth Road,Wayne,MI,48150.0
plymouth-cranston branch,32203 Plymouth Road,Wayne,MI,48150.0
6 mile/newburgh branch,37458 Six Mile Road,Wayne,MI,48152.0
milan branch,9 Wabash Street,Washtenaw,MI,48160.0
milford road & i-96 banking center branch,30746 Lyon Center Drive East,Oakland,MI,48165.0
west eight mile-haggerty branch,39820 West Eight Mile Road,Oakland,MI,48167.0
w. seven mile-northville road branch,42901 West Seven Mile Road,Wayne,MI,48167.0
northville kroger branch,17447 Haggerty Road,Wayne,MI,48168.0
harvey branch,980 Ann Arbor Road,Wayne,MI,48170.0
n. territorial sheldon branch,235 North Sheldon Road,Wayne,MI,48170.0
metropolitan airport branch,10421 Middle Belt Road,Wayne,MI,48174.0
johns & 10 mile banking ctr branch,51967 10 Mile Road,Oakland,MI,48178.0
northline allen branch,20650 Northline Road,Wayne,MI,48180.0
allen-king branch,20920 Allen Road,Wayne,MI,48183.0
wayne branch,35011 West Michigan Avenue,Wayne,MI,48184.0
cherry hill merriman branch,31311 Cherry Hill Road,Wayne,MI,48185.0
wayne road-cowan branch,7750 North Wayne Road,Wayne,MI,48185.0
ford road-canton center branch,45345 West Ford Road,Wayne,MI,48187.0
michigan & canton center banking center branch,45220 Michigan Avenue,Wayne,MI,48188.0
biddle eureka branch,3200 Biddle Avenue,Wayne,MI,48192.0
fort-northline branch,1909 Fort Street,Wayne,MI,48192.0
fort williamsburg branch,17800 Fort Street,Wayne,MI,48193.0
huron river drive branch,5485 Huron River Drive,Washtenaw,MI,48197.0
carpenter ellsworth banking ctr. branch,4101 East Ellsworth Road,Washtenaw,MI,48197.0
stony creek and whittaker branch,5436 Whittaker Rd,Washtenaw,MI,48197.0
uptown detroit branch,3044 West Grand Boulevard,Wayne,MI,48202.0
woodward-englewood branch,11606 Woodward Avenue,Wayne,MI,48202.0
cultural center branch,5057 Woodward Avenue,Wayne,MI,48202.0
gratiot-warren branch,7400 Gratiot Avenue,Wayne,MI,48207.0
eastern market branch,2941 Russell Street,Wayne,MI,48207.0
harbortown branch,3300 East Jefferson Avenue,Wayne,MI,48207.0
fort junction branch,5460 West Fort Street,Wayne,MI,48209.0
vernor-springwells branch,8021 West Vernor Highway,Wayne,MI,48209.0
trumbull-porter branch,1450 Trumbull Avenue,Wayne,MI,48216.0
grand river-fenkell drive-up branch,18285 Grand River Avenue,Wayne,MI,48223.0
grand river-fenkell branch,18203 Fenkell Avenue,Wayne,MI,48223.0
vernier-harper branch,20675 Vernier Road,Wayne,MI,48225.0
detroit main branch,611 Woodward Avenue,Wayne,MI,48226.0
southfield-warren branch,17733 West Warren Avenue,Wayne,MI,48228.0
grosse pointe branch,17449 East Jefferson,Wayne,MI,48230.0
kercheval-st. clair branch,685 St. Clair Street,Wayne,MI,48230.0
dequindre-eight mile branch,20465 Dequindre Avenue,Wayne,MI,48234.0
van dyke-eight mile branch,20500 Van Dyke Avenue,Wayne,MI,48234.0
west eight mile road-lindsay branch,17221 West Eight Mile Road,Wayne,MI,48235.0
seven mile winthrop branch,15633 West Seven Mile Road,Wayne,MI,48235.0
mack-moross road branch,460 Moross Road,Wayne,MI,48236.0
dexter-glendale branch,12840 Dexter Avenue,Wayne,MI,48238.0
west chicago-telegraph road branch,9540 Telegraph Road,Wayne,MI,48239.0
six mile-inkster branch,27275 West Six Mile Road,Wayne,MI,48240.0
renaissance center lobby branch,100 Renaissance Center - Suite 2104,Wayne,MI,48243.0
west maple-inkster road branch,4860 West Maple Road,Oakland,MI,48301.0
west maple & cranbrook branch,2480 W Maple Road,Oakland,MI,48301.0
west long lake + telegraph branch,1116 West Long Lake Road,Oakland,MI,48302.0
town square bloomfield branch,2205 1/2 Telegraph Road,Oakland,MI,48302.0
woodward & long lake banking center branch,39540 Wodward Avenue,Oakland,MI,48304.0
oakland township kroger branch,4888 North Adams Road,Oakland,MI,48306.0
rochester branch,339 South Main Street,Oakland,MI,48307.0
walton-livernois branch,1290 Walton Boulevard,Oakland,MI,48307.0
barclay circle branch,25 Barclay Circle Road,Oakland,MI,48307.0
walton-adams branch,75 North Adams Road,Oakland,MI,48309.0
south blvd and crooks branch,3989 Crooks Rd,Oakland,MI,48309.0
metro parkways + mound road branch,5601 Metropolitan Parkway,Macomb,MI,48310.0
dequindre 18 mile rd branch,40880 Dequindre,Macomb,MI,48310.0
schoenherr-14 mile branch,33051 Schoenherr Road,Macomb,MI,48312.0
van dyke-plum brook branch,39900 Van Dyke Avenue,Macomb,MI,48313.0
lakeside circle branch,13999 Lakeside Circle,Macomb,MI,48313.0
shoenherr 23 mile branch,13436 23 Mile Rd,Macomb,MI,48315.0
24 mile-shelby road branch,4665 24 Mile Road,Macomb,MI,48316.0
utica branch,45303 Van Dyke Road,Macomb,MI,48317.0
van dyke 23 mile road branch,50920 VAN DYKE ROAD,Macomb,MI,48317.0
orchard lake-maple road branch,6920 ORCHARD LAKE ROAD,Oakland,MI,48322.0
orchard lake-pontiac trail branch,4150 ORCHARD LAKE ROAD,Oakland,MI,48323.0
auburn hills branch,3401 AUBURN ROAD,Oakland,MI,48326.0
opdyke walton branch,2450 NORTH OPDYKE ROAD,Oakland,MI,48326.0
m-59 branch,7007 HIGHLAND ROAD,Oakland,MI,48327.0
west huron branch,3166 WEST HURON STREET,Oakland,MI,48328.0
drayton plains branch,4750 DIXIE HIGHWAY,Oakland,MI,48329.0
12 mile-country club drive branch,38601 WEST 12 MILE ROAD,Oakland,MI,48331.0
twelve mile-farmington road branch,33200 WEST TWELVE MILE ROAD,Oakland,MI,48334.0
middle belt-eleven mile road branch,26029 MIDDLEBELT ROAD,Oakland,MI,48334.0
farmington branch,23309 FARMINGTON ROAD,Oakland,MI,48336.0
baldwin branch,1261 BALDWIN AVENUE,Oakland,MI,48340.0
pine knob banking center branch,5541 SASHABAW ROAD,Oakland,MI,48346.0
dixie-maybee branch,6670 DIXIE HIGHWAY,Oakland,MI,48346.0
hartland branch,10083 HIGHLAND RD,Livingston,MI,48353.0
east highland branch,2886 EAST HIGHLAND ROAD,Oakland,MI,48356.0
baldwin maybee banking center branch,3515 SOUTH BALDWIN ROAD,Oakland,MI,48359.0
oxford lapeer branch,990 SOUTH LAPEER ROAD,Oakland,MI,48371.0
lapeer road & ray rd bnkg ctr branch,860 NORTH LAPEER ROAD,Oakland,MI,48371.0
beck & grand river bnkg ctr branch,47350 GRAND RIVER AVENUE,Oakland,MI,48374.0
novi branch,43100 GRAND RIVER AVENUE,Oakland,MI,48375.0
union commerce branch,2801 UNION LAKE ROAD,Oakland,MI,48382.0
m 59 & fisk banking center branch,9228 HIGHLAND RD,Oakland,MI,48386.0
walled lake branch,2181 NORTH PONTIAC TRAIL,Oakland,MI,48390.0
wixom branch,29750 WIXOM ROAD,Oakland,MI,48393.0
byron branch,136 SOUTH SAGINAW STREET,Shiawassee,MI,48418.0
clio branch,4130 WEST VIENNA ROAD,Genesee,MI,48420.0
davison south branch,1121 SOUTH STATE ROAD,Genesee,MI,48423.0
fenton branch,14206 FENTON ROAD,Genesee,MI,48430.0
fenton silver lake banking center branch,15000 SILVER LAKE PARKWAY,Genesee,MI,48430.0
flushing branch,124 SOUTH CHERRY STREET,Genesee,MI,48433.0
flushing point branch,6481 PIERSON ROAD,Genesee,MI,48433.0
genesee branch,7218 NORTH GENESEE ROAD,Genesee,MI,48437.0
goodrich branch,7301 STATE ROAD,Genesee,MI,48438.0
grand blanc south bkg. ctr. branch,8238 SOUTH SAGINAW STREET,Genesee,MI,48439.0
lapeer branch,1643 NORTH LAPEER ROAD,Lapeer,MI,48446.0
marlette branch,3064 MAIN STREET,Sanilac,MI,48453.0
marlette annex branch,2827 NORTH MAIN,Sanilac,MI,48453.0
ortonville branch,761 SOUTH ORTONVILLE ROAD,Oakland,MI,48462.0
west park branch,410 WEST SANILAC,Sanilac,MI,48471.0
swartz creek branch,4459 FORTINO DRIVE,Genesee,MI,48473.0
vernon branch,101 WEST MAIN STREET,Shiawassee,MI,48476.0
first st beach branch,210 W FIRST ST,Genesee,MI,48502.0
first street beach branch,210 WEST FIRST STREET,Genesee,MI,48502.0
clio pierson branch,4934 CLIO ROAD,Genesee,MI,48504.0
diplomat plaza branch,G-3402 FLUSHING ROAD,Genesee,MI,48504.0
beecher heights branch,G-5491 NORTH SAGINAW STREET,Genesee,MI,48505.0
grand blanc point branch,"5668 SOUTH SAGINAW ROAD, SUITE G",Genesee,MI,48507.0
hill - u.s. 23 branch,2411 WEST HILL ROAD,Genesee,MI,48507.0
bentley branch,1232 SOUTH BELSAY ROAD,Genesee,MI,48509.0
davison donegal branch,4154 DAVISON ROAD,Genesee,MI,48509.0
burton heights branch,G-4085 S SAGINAW STREET,Genesee,MI,48529.0
burton heights branch,G-4085 SOUTH SAGINAW STREET,Genesee,MI,48529.0
dye corunna branch,5312 CORUNNA ROAD,Genesee,MI,48532.0
court street saginaw branch,821 COURT STREET,Saginaw,MI,48602.0
bay mccarty branch,4144 BAY ROAD,Saginaw,MI,48603.0
north center road branch,3480 NORTH CENTER ROAD,Saginaw,MI,48603.0
hemlock branch,349 WEST SAGINAW STREET,Saginaw,MI,48626.0
houghton lake branch,5661 WEST HOUGHTON LAKE DRIVE,Roscommon,MI,48629.0
brockway-center branch,1440 NORTH CENTER ROAD,Saginaw,MI,48638.0
prudenville branch,898 WEST HOUGHTON LAKE DRIVE,Roscommon,MI,48651.0
roscommon branch,701 LAKE STREET,Roscommon,MI,48653.0
st. helen road branch,2048 NORTH ST. HELEN ROAD,Roscommon,MI,48656.0
bridgeport dixie highway branch,6310 DIXIE HIGHWAY,Saginaw,MI,48722.0
vassar branch,136 SOUTH MAIN STREET,Tuscola,MI,48768.0
grand river and farm lane branch,639 EAST GRAND RIVER AVENUE,Ingham,MI,48823.0
fowlerville branch,118 EAST GRAND RIVER,Livingston,MI,48836.0
fowlerville drive-up branch,115 CHURCH STREET,Livingston,MI,48836.0
howell grand river branch,2410 WEST GRAND RIVER AVENUE,Livingston,MI,48843.0
